text,label,speaker
"Oh, sure <laughter>.",b,A
"Yeah,",b,B
"uh, I haven't, I don't know that much about the what the possible choices could be about reorganizing the trial by jury,",sd,B
"with the, so much, uh,",%,B
and my wife was carrying a different one.,sd,A
"Probably, once every five years.",no,B
"I, I don't like I don't like the",sd,B
"She was inaugurated in January,",sd,A
I don't know.,h,B
"I, I'm, I totally concede that intelligent people read these things and intelligent people write them.",sd,A
Uh-huh.,b,B
"Things like, uh, is NASA ready for another space shot. Uh, you know, how hot are they on the trail of a cure for such and such cancer",sd,B
Yeah.,b,B
"And I, think that that's the way that we looked at it in our beginnings when my husband was in graduate school that there was a light at the end of that tunnel. You know, that that it was worth it to save and to not have, uh, something and, uh, in return know that something better was going to be at the end of it",sd,A
Yeah.,b,A
"and, uh, I'm an a, I'm an environmental engineer,",sd,A
"And, uh, it kind of makes me listen a little closer to, to the piano when I hear it at other places, or when I, you know, see some, see and hear someone playing.",sd,A
and she's happy.,sd,B
And I was talking to somebody that teaches in a middle school,sd,A
"and I, when I,",%,A
"Okay,",b,A
Right.,b,A
"And, well, you do the same.",fc,B
"I can't remember, um,",sd,B
"Yeah,",aa,A
Okay.,bk,B
"So, uh, one out of every three children has nothing to reimburse them for their health care.",sd,A
"Uh, I, it, it's, uh, that's an awful lot to, uh, to expect of a person, to, uh, to kill somebody is what it amounts to.",sv,B
Yeah.,b,A
Guess I don't sound like it huh?,qy,A
Right.,aa,A
Uh-huh.,b,A
"I don't, I don't think that's right because all's that's going to do is say, Oh, well, you know, that was a breeze,",sv,B
It seems to me that one of the biggest differences is the computer revolution.,sv,A
Right.,b,B
where was the person last night was from far away.,sd,B
Right.,b,B
Uh-huh.,b,A
it's it's really scary,sv,B
Then we keep our,sd,B
And these weren't even really full ones.,sd,A
"Okay, um,","fo_o_fw_""_by_bc",A
And we're finding that we even have more money than we thought.,sd,B
yeah.,ny,B
those were not good cars.,sv,A
Uh-huh.,b,B
and we just don't have it available out there where we are.,sd,B
Uh-huh.,b,A
Uh-huh.,b,B
Oh.,bk,B
"But it was, in,",%,A
"Oh, yeah.",b,B
Uh-huh.,b,B
"So, those things they take some time to make.",sv,A
"I agree, I, I, agree, you know,",aa,B
so I'm waiting for mine.,sd,B
and both of those seem very easy to use compared to D Base.,sv,B
"man, I mean, it gets pretty mundane,",sv,A
that's right.,aa,A
Uh-huh.,b,A
Yeah.,b,B
Yeah.,b,A
"Yeah,",aa,A
"Well that's when,   you do it.",sv,A
Yeah.,b,A
"I don't know,",h,A
Uh-huh.,b,B
Right.,b,B
"She had her daughter with her,",sd,B
or don't get,%,B
"yeah,",%,B
Yeah.,b,B
Excuse me.,br,A
So it's that dry heat?,qy,A
"I don't know if you saw those,",sd,B
Uh-huh.,b,B
Yeah,b,B
"they look at you, say, well you're still breathing, so, uh,  Yeah.",sd,B
"We sat there, uh,",sd,B
Uh-huh.,b,A
"and, and some snow fell into one of the cartons.",sd,A
Uh-huh.,b,B
yeah.,aa,A
Yeah.,b,B
"Oh, I guess the work force would be the main, wouldn't it.",qy,A
"You know, when they might be actually trying to,  improve their lives.",sv,A
"I mean, if you're, you're, you're knowledgeable on that.",qw^d,A
That's right.,ba,B
"Oh, did you?",bh,B
"Yeah,",b,B
because there's everything in it.,sd,B
Is it IRON JOHN?,qy,A
"And, so, we found that while we enjoyed the evening we regretted it the next day.",sd,B
"Oh, yeah.",b,A
"and, and they carry quite a bit about the U S on the other hand.",sv,B
at least.,aap_am,B
"and if, if children come to school, yes, insecure and their biggest concern is survival both at home,",sv,B
That's true.,ba,B
"and, um, and since I worked at a recreation center I could, uh, you know, use those facilities quite often.",sd,B
"Uh, oh, golly,",ba,B
"But it's, it's got to have a point to it.",sd,A
"it's been nice,",fc,B
"and I keep hearing that, you know, the government and, and the crime rates pretty high too,",sd,A
"Yeah, oh,",b,A
"Uh, how do we take care of the house.",^h,B
"No,",aa,B
Yeah.,b,B
"Right,",aa,A
"Of course they have absentee which is getting to be more, a lot easier,",sd,A
"I had, uh,",%,B
No.,aa,B
"I, most wholeheartedly agree.",na,B
Uh-huh.,b,B
"and, you know, I had, I did that,",sd,A
"Yes,",ny,A
"and the kids seem to enjoy being with us,",sd,B
It's very dry there.,sd,A
"That,",%,B
"Probably the, the biggest problem with those is they don't do a real good job of, of assessing for alcohol.",sv,A
"Uh, I watch a lot of C N N uh, and C SPAN.",sd,A
Uh-huh.,b,A
Yeah.,b,A
"I could, I know which ones come next,",sd,B
Uh-huh.,b,B
"I think the last I heard,",sd,A
uh-huh.,b,B
Okay.,fc,B
"Uh-huh,",b,B
I think they've got over a hundred dead already this year.,sd,A
"Oh, yeah.",ny,B
The rain forest and all.,^2,A
"When a new restaurant opens up, they usually send out coupons.",sd,B
"their economy's a little bit weak,",sd,B
"and then he has a jazz band that my older daughter was in,",sd,A
"You know, I got, uh, um,",%,A
"uh, way past time",sd,B
"and boy, it is really nice,",sd,A
"Yeah,",b^m,A
Oh.,b,A
Uh-huh.,b,A
"and, I feel bad about not at least showing them some of the things.",sd,A
"we're in a house,",sd,A
Uh-huh.,b,A
and the woman who owned it sold it.,sd,B
Yeah.,b,B
"I guess I don't think that, uh, uh, juries need to decide sentencing all the time.",sv,A
"So, I think that what the market place doesn't do because of the way the system has worked",sv,B
"So,",%,B
"I didn't make that many mistakes,",sd,B
"I didn't get,",sd,A
"I I have a few, you know, favorite shows that I try not to miss.",sd,B
The the the change of pace and just  getting out and around,sd,B
and when I listen to music most of the time that's what I listen to.,sd,B
"I just,",%,A
"Yes,",b,B
"Well, I don't think cartoons portray that",sv,A
and you you can get to them.,sv,A
Yeah.,b,A
so I didn't get much satisfaction trying to discuss it with her.,sd,B
"See, I, I don't agree with it.",sv,B
"Uh, but you were working downtown.",qy^d,B
Uh-huh.,b,A
"Now STAR TREK is good movies, good shows.",sv,A
He's going to be there three years at the end of this month,sd,A
"I don't,",%,A
"I went to the balloon festival in Plano and carried my little portable radio with me,",sd,B
but they don't always pay for drug rehabilitation.,sd,B
"like for drugs, for drugs they, they enforce the death penalty for that.",sd,A
"and then I'll sit up and read just to refresh, uh, you know, to keep active on it,",sd,B
"I really don't have any problem, Jack, with, you know, uh, people using firearms for sporting purposes.",sd,B
"And it, it is gorgeous.",sv,B
"Yeah,",b,A
"we do like the night life, to an extent",sd,A
"Oh, and I know somebody that lives there,",sd,A
No.,nn,B
"What do you consider most important, you think, in terms of, of the different benefits?",qw,A
Uh-huh.,ny,A
"That is when she did, I think.",sd,A
it never gets real cold.,sv,B
"I had been through Saint Joe,",sd,A
Uh-huh.,b,A
"Uh, University of Texas at Dallas.",sd,B
Isn't that neat.,ba,B
"and, uh, so we really have been fairly happy with things,",sd,B
"Oh, yeah.",aa,A
Yeah.,b^m,B
Uh-huh.,b,A
I was thinking maybe need to learn to quilt.,sd,B
get the kids interested in it too.,sv,B
"Oh, it took so long.",sd,A
"That's always, that's always a concern, but just a nice quiet easy place maybe candlelight something just to relax, you know because I don't really go out to dinner that much,",sd,B
I haven't.,sd,B
"You know, that's quite a deterrent",sv,A
but it's real different.,%,B
we need to replace the carpet.,sd,A
And it's really polluting the air.,sv,A
"See, I have never put bell pepper in tuna fish either.",sd,B
Do  you have any experience with this yourself?,qy,B
or should we stay on the topic of books?,qy,B
"and, uh, down here, we eat a lot more fried foods, I think.",sd,B
So I take it,sd,B
"I don't see it has to be,",%,A
bye bye.,fc,A
"golf is just,",sv,B
"so I don't, I don't, uh, don't have that problem.",sd,A
How many kids do you have?,qw,A
Uh-huh.,b,B
"Yeah,",b,B
"Well, gee whiz,",ba,A
Are they like pretty much train for a specific job,qy,B
So.,%,B
"oh, that would be,",%,A
Uh-huh.,b,B
Yeah.,b,B
"and, I used to put all the stuff in my basement,",sd,B
I'm a Christian,sd,A
"and that's, those are, that's my favorite type.",sd,A
"well, my wife's from Galveston,",sd,A
"Then I have another daughter in, uh, Bountiful, Utah",sd,B
"I, I just, I was upset because those were mine,",sd,B
"and I had four non exempts, um, under me.",sd,B
"Well,",%,B
"People running up saying, oh, what's the score, what's the score?",sd,B
and so I told everybody what happened,sd,A
Um.,b,B
And then I would just go on Saturdays.,sd,B
And either he knows somebody,sd,B
Yeah.,b,A
"I mean, I read a lot,",sd,A
"Uh, yeah,",ny,A
"Now, as it turns out, as it turns out, uh, my wife and I have chosen to use the university as,  health services as our primary care facility.",sd,B
"but, you know, most of these people that down right go right and, and do it out of pure pleasure uh, I don't, uh, like to see that.",sv,A
"But my dad used to tell stories, you know, about the way they eat chickens",sd,A
"Yeah,",b,B
"Let them go and pay their crime or their time doing something else you know, like cleaning up the city or however they do their community time, you know, whatever that is",ad,B
Uh-huh.,b,A
Bye-bye.,fc,A
"that's another thing that's good about it,",sv,A
"it, it, uh,",%,A
"and especially when you've got the Bush administration who has increased government expenditures, uh, beyond what any other President since World War Two has done",sd,B
"Well, I lived in Omaha for five, winters,",no,A
Yeah.,b,A
"yeah,",ny,B
"What weekly, um, magazine do you look at,",qw,A
What have you been to lately?,qw,A
and there's something about their eyes.,sd,B
"I kind of remember back when gas prices started up, you know, pretty dramatically when they started getting toward a dollar a gallon range,",sd,A
"If,",%,B
"We just got our phone back today, uh,",sd,A
"You know, and so,",%,A
"but I, I don't know why that is a problem down there",sd,A
"And now, with the photography, that's, you know, it's working,",sd,A
"No,",aa,A
Yeah.,aa,B
Uh-huh.,b,B
"And, you know, if you're not a home owner, or if you haven't sold property, or, uh, have something major like that, it's hardly, you know it's just not much else you can do,",sd,A
and I live out in the valley,sd,A
And I'm just wondering if you're fighting a natural process there of being winnowed out.,sv,A
"So, so,",%,A
"and I find that really interesting, you know, to imagine,",sv,A
Uh-huh.,b,B
"Good,",ba,A
"and I just, you know, I just refuse to give it to them.",sd,B
Killing lots of fire ants.,sd,B
"Well, can you get the L A paper up there?",qy,A
"No,",nn,A
"Especially when you have a lot of problems with the children teeth, and, and you have to really get them when they are young, in order to have, uh, not, uh, a decent smile when they are fifteen, sixteen years old.",sv,A
"of course I try to follow my alma mater,",sd,B
"Yeah,",aa,A
"Well, good.",ba,A
"Ludwig, yes.",aa,B
"Yes,",ny,A
"Yeah,",aa,B
"The big problem with the United States is we have our basic nine to five schedule you know,",sv,A
"I don't, uh, get a whole lot new right now,",sd,B
Uh-huh.,b,B
"and then as you get out of the car, they just, uh, step up and, uh, take the keys off of you and drive the car away and leave you standing in front of your house.",sd,A
"Right,",aa,A
"and one of the reasons, I guess, is because there's so much more income in the family with both parents working.",sv,A
I've voted in every major election since I turned twenty-one.,sd,B
"When you,",%,A
No.,b,B
"We, um, I'm presently living in a house, uh,",sd,B
and four years after that I got another master's degree.,sd,B
"any we did not have the movie channels,",sd,A
"and the interest on the loan was cheaper than it was, you know, to just have that.",sd,B
"I don't,",%,A
"and you spend thousands, hundreds of thousands of dollars to, uh, take care of them and all, you know,",sd,A
Yeah.,b,A
"Uh, quite a bit,",na,B
"I thought that would be, you know,",sd,B
"It seems like, uh, there's,",%,A
"and back then it was popular you know,",sd,A
"I don't know,",h,A
"Well, yeah,",aa,B
"there's so many Christians,",sv,A
"it was, I guess I didn't realize what a luxury it was at the time.",sd,A
I see.,bk,B
"and when we, um, put out house in, um, they wanted us to have,",sd,A
"Oh, yeah",b,A
"and really no one would be, would only answer to, to the government to a big bureaucratic mess.",sv,A
"I mean he's always, you know, he really does have a good home.",sd,A
"Oh, well we had, uh, we have a lot of favorites here, uh, in Northern Virginia",sd,B
"All right, uh, well,","fo_o_fw_""_by_bc",A
"Even if I'm, uh, doing something like an afghan, if I'm close to the end, sometimes I'll do the same thing.",sd,B
"Oh it is, it's a candy,",^q,A
"Right,",b,A
"and that's, that is right,",sv,A
"Unless, it's, it's a toy.",sv,A
Uh-huh.,b,B
"It's not as humid. As Houston, say, or Atlanta,",sv,B
"Yeah,",b,A
her only problem is trash.,sd,A
"Oh, yes,",b,A
I agree.,aa,A
"Yeah,",ny,A
"The only thing is, uh,",sd,A
I have two little ones.,sd,A
"and the first day they came out the little one went and pulled all the flowers off,",sd,B
"but they're trying,",sd,B
I don't think we've done that to Saddam Hussein yet.,sv,A
"Well, it's also important, I think, um, for my husband.",sd,A
"that might not turn around in the next, you know, fifteen, twenty years.",sd,B
"Yeah,",b,A
Oh.,b,B
"Oh, I'm dying to see that.",sd,B
"and, uh, the first three days,",%,A
Uh-huh.,b,A
I know they're really proud of independence.,sd,B
"And in the retrievers it happens to be they like them big, for somehow big is perceived as the better.",sd,B
"Oh, yeah,",aa,B
"I, I, I don't even know, uh, who has been winning in, uh, as far as the, uh, San Francisco Giants and the Oakland A",sd,A
"Minnesota Vikings, used to be the general manager starting the World Football League.",sd,B
It's real hard.,bf,A
I've done some walking with friends in the past.,sd,A
"and, you know, because there were all different, organizations to do.",sd,A
And since being Argentinean we also have a lot of pasta.,sd,B
but they  don't have a whole lot there.,sd,B
Oh.,b,B
have you ever seen any of the movies?,qy,A
So when I did watch them I was addicted to them every day.,sd,B
Yeah.,aa,A
that's good advice.,sv,A
"Okay,",b,B
I was going to B Y U.,sd,B
"And it seemed like we didn't have enough money when things cropped up, you know,",sv,A
"Like if I, if I put her in a room all by herself and close the door and leave her there for a few hours, uh, because I was going out. She would, uh, break something or rip up the carpet or do something just to, uh, to, to let me know that she was unhappy with what I did",sd,A
am I actually.,"fo_o_fw_""_by_bc",A
"and, and that's true that, you know, sometimes other people get, get higher increments,  for, you know, even,",sv,A
"And while we're talking the kids are screaming in the background, you know, that they wanted something",sd,A
"Uh, they've got all the American, well, all the, all the cars rated, you know,",sd,A
and we found what we thought was just an old water hole.,sd,A
"there's, there is,",%,A
and you don't have to put up with all the B S that the lawyers have to.,sd,B
you could still kind of go sledding and such out there,sd,B
and they actually taught him something instead of just watching him all day.,sd,B
"and, I mean, that does nothing, but exacerbate the entire problem.",sv,A
"so we, we would always go in for the museums.",sd,A
"uh, when I do though I, I have some friends that I always like to experiment on.",sd,A
"Go ahead,",ad,A
"but there should be a limit over which they, that it all goes back to the State.",sv,A
Right.,b,A
"So, that's interesting.",sv,B
"I guess it just couldn't handle, the stress, and the heat, the record heat,",sv,A
"Yeah,",b,A
"Right,",b,B
Yeah.,b,A
"Uh-huh,",b,B
so,%,A
"and more and more people start believing them or wondering how to combine them with other things,",sv,A
Okay.,"fo_o_fw_""_by_bc",A
"Okay,","fo_o_fw_""_by_bc",A
Uh-huh.,b,A
"Yeah,",ny,B
"I, I agree.",aa,A
"And, uh, it's probably, you know, real close to what, you know, everyone is thinking, now that, they just got turned around and could not find their way back.",sv,B
"any, any time you buy a, a  tool with a, a, as a, as a package the bits that they give you are low end.",sv,A
"he's, uh, I guess he'd be a fanatic if he thought he could get away with it",sd,A
Uh-huh.,b,B
Oh.,b,B
and that's a lot of money.,sv,B
"the  health insurance I have is Met Life,",sd,A
Uh-huh.,ny,B
but it's real convenient just to chunk the newspapers in there.,sd,A
"But, I've been, I, I've been away too long.",sd,A
"I envy her,",sd,B
"and it's uh, it's everything it's supposed to be.",sd,B
Uh-huh.,b,A
"right now the situation is so tight at many places, that it's even hard to have a choice.",sv,A
"and I personally think that, uh,  that there's a strong there's a strong bias in the media.",sv,B
That's right.,aa,B
"and, uh, this one guy decided to play, uh, lonesome cowboy or something.",sd,B
"Um, I might try that because I, I have one card that I've had for about, uh, I don't know, nine or ten years.",sd,B
"in the last six years, every year there's been at least minimum twenty-five percent increase in health insurance costs,",sd,A
"And so that, the, you know, one of the things I heard proposed on, uh, one of the public radio stations up here was that we should go back to teaching children at their own speed. Some",sd,A
"And STAR TREK's in a or the, uh, STAR WARS set",sd,A
"I mean, if you want to go all time favorite show, probably one of them was LITTLE HOUSE ON THE PRAIRIE",sd,B
Right.,b,A
uh-huh.,b,B
right.,b,B
"I was, I have not seen that,",sd,B
"And, you can, uh, you can tape them together",sd,B
and it was very different,sd,A
"And, uh, you know, some of it just seemed rather extreme.",sd,A
Uh-huh.,ny,A
"That, that takes a good bit to make one that's predictable that's still worth watching.",sv,A
"Uh, yeah.",ny,A
"it's, it's the type of thing there that, uh, you know,",sv,B
Yeah.,b,B
I probably wouldn't have even though I'm really quite into cars,sv,B
"Because, uh, it, it it was great fun.",sv,A
"The thing I find interesting, though, is that, uh, is the whole colonial approach",sv,B
Okay.,b,A
"and she said, she said, there's no trees down there.",sd,B
They have a university in Moscow called the Patrice de Lamumba University.,sd,B
"Well, it's not that bad",sd,A
Yeah.,b,A
but I know a lot of the old songs.,sd,A
"So I kept watch and never let them get away,",sd,A
and then they wear a collar with a special little attachment on it,sd,A
"Well, I, I really don't know on that question.",h,B
"or you hear these, these phenomenal amounts of dollars spent for this, that or the other",sd,A
"Oh, okay.",bk,A
Yeah.,b,B
yeah.,aa,B
Yeah.,b,B
"because I know they've been really expensive lately. Because they weren't in season,",sd,B
"Retired, but.",sd,A
"and they just went from generation,  probably to generation,  just with these, with these all passing it from one to the other.",sv,B
"I don't know,",h,A
"T I is at least, five years,",sd,A
Uh-huh.,b,A
"but a lot of these, uh,",%,B
it's been a while since I've been there.,sd,B
"we, uh, we, uh, rented the other one,",sd,B
"and, uh, we,",%,A
"Uh-huh,",b,A
"And the very last chapter, and I haven't figured out why that one was last, is how to manage engineers",sd,B
"It's one of those things on the surface, you know, it seems like a great idea.",sv,A
"the other topic was, like I said, uh, something about politicians.",sd,B
"and, uh, you know, people have needs in their life that unique to us, to them.",sv,A
"we, uh, we stocked up the first time around.",sd,B
"Yeah,",b,A
right.,b,B
Uh-huh.,b,A
"See, it's higher than the Rangers.",sd,B
And you're not supposed to eat those because they're bad for you.,sd,A
"And it's almost the same thing in, in, uh, from Asia, because  a lot, a lot of them was put out of business in Vietnam after the war,",sv,A
Uh-huh.,b,B
Uh-huh.,ny,B
Uh-huh.,b,B
"Um, um.",b,B
Uh-huh.,b,A
"You know, forty,",sd,A
"but it I guess with our fear with crime and maybe airline crashes and things like that, it does seem that we've, we've slipped and that's eroded,",sv,A
"are, are you suggesting then that if, if, uh, if I have to go and, and do something for the country for two years that the country will compensate me in some way.",qy,B
"and somebody's come up with a new one that, uh, sort of,",sd,B
"We, we're getting into capital punishment now",sv,A
"and then it gives her a little more option if she wants to stay home with the children while they're young, and, be a mother for awhile,",sd,A
If.,%,B
"you know, right, right after you graduate from, um, high school, because a lot of people are just, um, uh, Well gee whiz, what do I do now if they're not focused on going to college,",sv,B
Uh-huh,b,A
Uh-huh.,b,A
and one of the things that I did was to change the pulley system on it to use under drive pulleys so that the engine doesn't have to turn the accessories and can use more of the power to the rear wheels,sd,B
"I'd, I had heard that, too. Um,",sd,A
"and, uh, we get black-eyed peas off of it and stuff",sd,A
Wow.,ba,A
"Well, don't you think that you know, just having, you know, some, you know almost like a driver's license be required you know with stiff penalties if you are found with, with you know a gun that is not registered or you know that you are not licensed to carry.",qy,A
"And that would result in some, uh, could result in more equitable distribution of money",sv,B
Sure.,b,A
"and he's trying to find it,",sd,A
It's put into our savings account,sd,A
"one, I think, worked at a university, university um, and the furthest away I've talked to someone has been New York.",sd,B
"And, uh,",%,A
Yeah.,b,A
"And what I've been thinking about doing is volunteering for this, uh, Asian center that, a Doctor Falk has started, that works with the school district.",sd,B
"so football, I love this.",sd,A
but I've kind of gotten out of that.,sd,A
D MAGAZINE said that.,sd,A
"but, uh, I don't know,",h,B
"Oh, they saw the husband,  get,",qy^d,A
"uh, sometimes,",%,A
"Oh, golly!",ba,A
Right.,b,A
"so that's what I'm going to be cooking, you know,",sd,A
it's the hard work.,sv,B
It's good to cover all the bases there.,sv,B
"My, my kids are all grown.",sd,B
"My, my wife eats more vegetables, ate more vegetable than I did growing up.",sd,A
"Uh-huh,",b,A
Oh.,b,A
"Yeah,",ny,B
"Yeah,",b^m,A
"but he was, no, completely against having a dog or cat,",sd,B
"So I bought myself a, a, a Nissan a two forty S X.",sd,A
"Okay,",b,B
I have to watch MURPHY BROWN,sd,A
"any thing on a loan or, I mean a mortgage I know you can,",sd,B
uh-huh.,b,A
And it divides the words by itself?,qy^d,A
"Oh, I'm an engineer.",sd,A
"Well, I think, uh, down here in Texas they don't have a waiting period on handguns.",sv,B
Uh-huh.,b,B
"so,",%,B
It's,%,B
"He, he wants, Right, he wants to run out and get things done,",sd,A
"Someone is going to assassinate him, you know.",sv,B
"They would be looking for the, yeah, controlled things, barbiturates amphetamines.",sv,B
"So, I've just been doing it, I try to do it every night you know,",sd,A
"Um, I may,",%,B
All I know about that woman is that she's an incredible marketeer,sv,A
"No,",nn,B
"but but they were, they were pretty touchy on it.",sd,B
"I mean, by the time you get off work, go by and pick up the, uh, baby from the baby sitter, it's, you know, after six",sd,B
I'm not sure where you're from.,qw^d,B
"So,",%,A
"both, yeah, both females, they're both spayed, um, or whatever it is, neutered, you know, um,",na,A
I think the biggest problem we have in this country is there are just entirely too many weapons available. And the types of the weapons.,sv,A
"and, and when my mother lived with us, uh, the cat was really hers",sd,A
"Yes,",b,B
"and one of the things that he said is, he went to Pennsylvania this weekend",sd,B
I went to college with her,^q,A
I do.,sd,B
It seems bizarre to me.,sv,A
"Because, they say that a lot of times you get more help, with a more expensive college.",sd,A
"Yeah,",b,B
"but I took a drive up through there, as a matter of fact, last September, just took the drive through to see what was there.",sd,B
"So, the thing is, is basically that I spend, like, maybe thirty-five, forty dollars every two weeks on, on groceries",sd,A
I can't remember who the artist was on that.,sd,A
"Housekeeper, uh-huh.",b^m,B
and,%,A
"They immediately,",%,B
"using your Social Security number, of course, permits people to do that",sv,B
"Oh, wow.",ba,A
and I was very very protective on who baby-sat my children.,sd,B
"Right,",aa,A
"And, we got to play in Monterrey in California, right, you know, along the Pacific Ocean, this past spring.",sd,B
"And that's the way, the course that they should go,",sv,A
her name was Rita at China Tours in Boston,sd,A
Wow.,ba,A
Reagan is kind of mushmouth.,sv,B
Yeah.,b,A
"That I'm the, uh, least informed,",sv,A
Only give the scores.,sd,A
that's exactly true.,aa,B
Uh-huh.,b,A
"and, uh, if we have children who are not getting their education, for one reason or another, then what are we going to do with them?",qh,B
"I think the major thing they need to correct is how long it takes something to get to jury, and to get to trial.",sv,B
and he was going to school at five.,sd,B
"Well, that's, that's good.",ba,A
"and,",%,A
"Well, like I, said, I live in a small place. You know.",sd,A
Oh,b,A
thank you for participating.,fc,A
"But, you know, it's, it's going to take smarter people than me to solve the problem",sv,B
"Uh-huh,",b,A
"I've, I've had one myself",sd,B
"and thank God the the head teacher, the team leader, was a special education major.",sd,B
Uh-huh.,b,A
"And they were all more or less hospitalized type you know, really, really sick.",sd,A
"Thank you,",fc,A
"and if they're overcrowded, well, you know they shouldn't have gotten theirself there in the first place.",sv,A
The methods of correcting it I haven't thought through quite to the detail which you have.,sd,B
Uh-huh.,b,B
"Uh-huh,",b,B
"growing,",%,B
Especially if you get them for a couple of nights you don't have to watch them all in one one time.,sv,B
Yeah.,ny,B
"Uh-huh,",b,B
"I'm like, I'll get a job some day and my boss will pay for it,",sd,A
I have heard of that.,sd,A
you would be.,sv,B
Uh-huh.,b,B
"It's, it's ridiculous.",sv,A
"Well, we got one one year for Christmas,",sd,B
"but I also dislike, uh, some classical music,",sd,B
"so I have concentrated on watching James Bond movies, this week",sd,A
Yeah.,b,A
yeah.,aa,A
"But it, it, you know, we looked at a lot of houses that were, had more square footage,",sd,B
Sure.,ba,B
"uh, that is taking the middle of the afternoon.",sv,B
"and they'll go ahead and, and, uh, leaf out.",sd,B
I think we had fish when I was a kid,sd,A
"Or, one thing or the other.",h,B
I'll put the eggs in the same dish and beat them up and then pour the cornstarch and the milk mixture in the egg.,sd,A
"and, I mean, I love teaching,",sd,B
"but a lot of,",%,B
I really would not have been totally staying home with a young child.,sd,B
"No,",nn,B
"I did, I did for a while,",sd,A
But we've kind of discontinued that right now,sd,A
Oh.,b,A
"I mean, you can't get the down to any size, you know.",sd,A
Right.,b,B
"I mean, what basis, you know, of comparison do we have really?",bh,B
"And by the same token, my wife's mother is now moved into a nursing home,",sd,A
"or it's like you say,",sv,B
that makes sense.,sd,A
Especially in this day and age.,sv,B
"I, I almost want to start a business doing it,",sd,A
So it'll be interesting how much of it actually gets picked up.,sv,A
Yes,b,B
"Right,",b,B
"My husband,  is not a real big movie goer,",sd,B
he's supposed to be able to do that.,sv,B
"The, the wide open, the spaces,",bf,B
"or,",%,B
And lawyers blow sand in their eyes.,sv,A
"I think you can use the, you can use high, you know, the ninety-two percent, uh, ninety-two octane I don't think you'll have any trouble.",sd,A
Uh-huh.,b,A
do you use them a lot?,qy,A
so please end your conversation.,^q,A
Uh-huh.,b,A
"Well, I have never skied before,",sd,B
"and I've been just, uh, trying to get,",sd,B
It's because they can't read.,sv,B
and I get a whole bunch of them and bring them and bring them over.,sd,A
"Oh, that's where I live,",sd,B
"but it's, you are right.",sv,B
"You know, I, I go to a, I have a club that I belong to on Tuesday that,",sd,B
"and we, we took him in",sd,B
and I really enjoyed that.,sd,B
"Well, TIME magazine was saying that in essence the general's staff was comparing to corporate presidents,",sd,A
Uh-huh.,b,B
"What if we totally took money out of the eh, just severely limited the campaigns so money wasn't so much of an issue?",qw,B
"yeah,",b,A
And you usually get what you pay for.,sv,A
"I saw the I saw the Warriors, uh, just a little bit of the highlights of the Warriors, uh, Dallas game.",sd,B
"Well, I know,",ba,B
"Well, actually I'm looking for another car,",sd,B
"I'm, I'm five or six years before I'm eligible to retire",sd,A
"Uh, from Los Angeles,",sd,B
"But strangely enough, the best I mean, the best bargaining I had made with a dealer on my car was also the same place I got the best price trade in,",sd,A
"Yes,",ny,B
Uh-huh.,b,A
and it was delicious.,sd,B
They had them all on hold,sd,A
"he's,",%,B
"Well, you have to see them more than that.",ar,A
Wow.,ba,B
A lifelong job security,^2,B
Yeah.,b,A
And he said that's the only thing that really stinks as far as being retired,sd,B
Uh-huh.,b,B
That's right.,aa,B
Exactly.,aa,A
"But, that was our experience",sd,B
"So, you've never had,",%,B
"and, oh, yeah,",aa,A
"And then,",%,A
And if you keep feeding it until the light goes off. And you get instant cash.,sd,B
So.,%,B
"the car I had before this one was a Thunderbird as a matter of fact,",sd,A
"yeah,",aa,A
"And we've taken, our tents though, loaded them up in car carrier and decided we were going to tent most of the way.",sd,A
"Uh-huh,",aa,A
"It's, I don't know, fifteen minutes from the border and five minutes from the main border. *main = Maine?",sd,B
"and there were several counties, uh, including the one I was in, that lost every one of their county commissioners",sd,B
"well, I do research",sd,B
Uh-huh.,b,B
"That's,",%,A
right.,b,B
Uh-huh.,b,B
"But, I tell you what,","fo_o_fw_""_by_bc",A
Right.,b,A
Yeah.,b,B
"That's right,",ba,A
What did he say about it?,qw,A
and it's really excellent fast reading,sv,B
"Sure,",aa,B
That kind of killed them at the end of the season last year.,sv,A
I'm here.,sd,B
Uh-huh.,b,A
"So, but, I'll be here a long time at this rate.",sd,A
I mean that's you know,%,A
"in fact I have a, uh, a baseball hat that was signed by Tony Dorsett and Hershel Walker the only year they played together on the Dallas Cowboys.",sd,B
and then the other one was on the roof in the back.,sd,B
"but, uh, as far as during the week, it's, it's usually, uh, you know, just my son and I,",sd,A
and it seems to be getting tougher as time goes by.,sv,B
"If you can control those three areas, then are you going to live longer, you know, cause those are risk factors,",sd,B
Uh-huh.,b,A
Program.,^2,A
"I think anybody that does them are dumb, you know.",sv,A
"you know, that sounds like such a great idea,",sv,B
"But, uh, to me it's kind of like let's try and clean up the air that we have here.",sv,A
"and, um, like, um, they also take some things at the Flower Mound dump behind the fire station there,",sd,B
yeah.,b,A
"And, so, so that one was all right.",sd,B
"like, I think his first little rifle that we got him was like he twelve or thirteen years old.",sd,A
Oh.,b,B
"I mean, they'll get in a wheelchair",sv,B
I'll be in town or something,sd,A
"um, I'm,",%,B
"and what gets me even more is the attitude of people who are really into classical music, and feel that if, if it's not seventy five years old, it hasn't stood the test of time.",sd,B
but I wanted to be sure.,sd,B
